repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
apache/spark,2d940919c0a151cb0d0c553336430a216fbc373c,LuciferYang,2026-01-31T20:11:03Z,sarutak,2026-01-31T20:11:03Z,[SPARK-55193][CORE][BUILD] Use `CompressionHandler` as a replacement for the deprecated `GzipHandler` in `JettyUtils`  ### What changes were proposed in this pull request? This PR replaces `GzipHandler` with `CompressionHandler` in `JettyUtils` because `GzipHandler` has been deprecated and marked wi
apache/spark,866a6e8af0a0521f14874eddf05f601b3a1f7880,efaracci018,2026-01-31T07:52:34Z,sarutak,2026-01-31T07:52:34Z,[SPARK-55290][NETWORK][TESTS] Fix testReloadMissingTrustStore cross-device link error with JDK 21  ### What changes were proposed in this pull request?  Replace hardcoded filename with `File.createTempFile()` in `testReloadMissingTrustStore` to ensure the temporary `trustStore` file is created in th
apache/spark,65a6a55630f7e58489a7b459f1aaa57a39d9a258,zifeif2,2026-01-31T01:14:13Z,anishshri-db,2026-01-31T01:14:13Z,[SPARK-55246][SS] Add Test for Pyspark TWS and TWSInPandas and Fix StatePartitionAllColumnFamiliesWriter Bug  ### What changes were proposed in this pull request?    1. Added Python tests for streaming repartition with transformWithState and transformWithStateInPandas:   2. Fixed writer bug in State
langchain-ai/langchain,b50ecd49ebc5dd45e0ed4184078092b046ce8cad,ccurme,2026-01-31T21:39:23Z,web-flow,2026-01-31T21:39:23Z,release(standard-tests): 1.1.3 (#34949)
langchain-ai/langchain,c5834cc0281b1cdf2c6f4ac0be4b31140d0f4329,jkennedyvz,2026-01-31T21:30:17Z,web-flow,2026-01-31T21:30:17Z,chore: upgrade urllib3 to 2.6.3 (#34940)
langchain-ai/langchain,488db577e2e2ba9b4d2c23df3b079f007356af05,jackjin1997,2026-01-31T21:17:39Z,web-flow,2026-01-31T21:17:39Z,fix(core): prevent crash in ParrotFakeChatModel when messages list is empty (#34943)
langchain-ai/langchain,ccd40327894b03efe1fee2f440bcaa996a3421c4,AbhishekLaddha54,2026-01-31T21:16:43Z,web-flow,2026-01-31T21:16:43Z,docs(docs): add uv sync step to local setup instructions (#34944)
langchain-ai/langchain,f5252b438e57a7dc345101c7982dc58203bc09c1,LouisAuneau,2026-01-31T03:48:58Z,web-flow,2026-01-31T03:48:58Z,fix(core): google docstring parsing with no arguments/reserved arguments (#34861)
duckdb/duckdb,2fc543ba2045b6bfca9e9a8564fbac149e80d79a,carlopi,2026-01-31T11:01:00Z,carlopi,2026-02-01T20:42:52Z,Refactor LruCache to have a generic Payload and Cleaup function
duckdb/duckdb,9a936aa408a0b658a3b4a854f86d58f4542ec560,sfaut,2026-01-31T16:43:02Z,sfaut,2026-02-01T10:30:37Z,Shell: use FileSystem::JoinPath for default .duckdbrc path  Build the default rc file path using LocalFileSystem::JoinPath instead of manual string concatenation. This ensures platform-correct path separators and removes the need for display-side normalization.
duckdb/duckdb,4fce08a71addb3102b4f62609ec43b7ffbc2dde2,hawkfish,2026-01-31T22:21:59Z,hawkfish,2026-01-31T22:21:59Z,Merge branch 'main' into icu-upgrade
duckdb/duckdb,e7caad8936196f3f4123ae23a1670152c30c3bcd,hawkfish,2026-01-31T22:21:24Z,hawkfish,2026-01-31T22:21:24Z,Issue #20672: Update ICU to 72-1  * Attempt to fix Win compilation errors * Attempt to fix Swift linkage errors
duckdb/duckdb,4a168fd7498f76237bd91a5043c8b57cd40c3d49,Mytherin,2026-01-31T21:34:56Z,web-flow,2026-01-31T21:34:56Z,"Unify path canonicalization and perform full path canonicalization (#20726)   There are several ways to refer to the same file on a FileSystem (e.g. `file`, `./file` `/usr/system/file`, etc). For various applications, we want to obtain a canonical path to a given file. By converting all of these pat"
duckdb/duckdb,6cd1b342c01e44fb494de6ad61394712e986fe90,Mytherin,2026-01-31T21:32:26Z,web-flow,2026-01-31T21:32:26Z,Use iterators instead of callbacks in TableIndexList and RowGroupCollection scans (#20759)  So instead of this:  ```cpp table_info.GetIndexes().Scan([&](Index &index) {     ... }); ```  We can do this:  ```cpp for(auto &index : table_info.GetIndexes().Indexes()) { } ```
duckdb/duckdb,019f1209b06910fda013e1f6df1a776527186b06,Maxxen,2026-01-31T19:27:55Z,Maxxen,2026-01-31T19:28:16Z,bump spatial again
duckdb/duckdb,083d5f26662a033e8213cabb25cb96cea07a9f77,llukito,2026-01-31T18:10:31Z,web-flow,2026-01-31T18:10:31Z,Trigger CI test
duckdb/duckdb,da37aeaff88038fab6f718f057d5e94f50aee324,llukito,2026-01-31T17:45:15Z,web-flow,2026-01-31T17:45:15Z,Refactor AddEscapes function for clarity
duckdb/duckdb,aacc5bf7949f72135b6b02a30e865b0c65e6dedf,llukito,2026-01-31T16:09:37Z,web-flow,2026-01-31T16:09:37Z,Add regression test
duckdb/duckdb,cdc2275069c32a0339f9cde2734df9f2c4c4111d,llukito,2026-01-31T16:05:04Z,web-flow,2026-01-31T16:05:04Z,Fix escape handling in AddEscapes function
duckdb/duckdb,f0a461c09cbc94697cd62eb030391035f7d49db4,Mytherin,2026-01-31T15:56:27Z,Mytherin,2026-01-31T15:56:27Z,Merge branch 'canonicalpath' of github.com:Mytherin/duckdb into canonicalpath
duckdb/duckdb,fe8beeadd6c236a516beb981b006db3acb340db4,Mytherin,2026-01-31T15:56:12Z,Mytherin,2026-01-31T15:56:12Z,Update error message
duckdb/duckdb,5a115ef952e7b471b523a7cd20fe4512be870933,Mytherin,2026-01-31T15:55:04Z,web-flow,2026-01-31T15:55:04Z,Merge V1.5 -> Main (#20729)
duckdb/duckdb,ad36de1e1a19056ffdddf160a6e130abe92ff4ac,Mytherin,2026-01-31T15:07:49Z,Mytherin,2026-01-31T15:07:49Z,Warning fix
duckdb/duckdb,3918aa87eab633363f804a6465c3919d67656567,Mytherin,2026-01-31T13:03:58Z,Mytherin,2026-01-31T13:03:58Z,Correct include
duckdb/duckdb,caa37d76362ed14d2a4483fbf911acea4b3e4aca,Mytherin,2026-01-31T12:37:36Z,Mytherin,2026-01-31T12:37:36Z,Set base row id of RowGroupCollection
duckdb/duckdb,d2c361921602fde6702a4cf24cb7b5cac1abba44,Mytherin,2026-01-31T12:29:30Z,Mytherin,2026-01-31T12:29:30Z,Add missing include
duckdb/duckdb,fb645df2ece5aa6ebe2a412f9aa644b0d1f9196e,Mytherin,2026-01-31T12:05:53Z,Mytherin,2026-01-31T12:05:53Z,Allow optimistic writes to be written to the WAL for tables that have indexes
duckdb/duckdb,a7e208b3d9f657a5d56998d4835bf340cf72c817,Mytherin,2026-01-31T11:54:10Z,Mytherin,2026-01-31T11:54:10Z,Merge branch 'betterloops' into walrowgroupdata
duckdb/duckdb,33a2d50c817022b0a11aedb9a9a56105e0683a43,Mytherin,2026-01-31T11:50:28Z,Mytherin,2026-01-31T11:50:28Z,Don't canonicalize remote paths
duckdb/duckdb,fb0906e987f4fd6386a0da9afe671a301b5b9eb4,Mytherin,2026-01-31T11:40:39Z,web-flow,2026-01-31T11:40:39Z,"Allow pushdown of single-expression filters that may throw (#20744)  This PR allows pushing down filters that may throw exceptions, if the filter consists of a single expression.  At the moment, filters using `IN` are not pushed down, even when they have a singular expression. The reason is that the"
duckdb/duckdb,4c61e1afd6c27926af0611cf8b8957a042044abd,Mytherin,2026-01-31T11:28:31Z,Mytherin,2026-01-31T11:28:31Z,Patch vss
